Run,Test LLM,Implementation LLM,Passed tests,Total Tests,Complete?,Notes,,
9,OpenAI,Manual,9,9,Yes,,,
,,,,,,,,
9,Amazon,Deepseek,6,6,Yes,,,
9,Amazon,Gemma,0,0,No,Implementation Error : ( Error during generation of implementation ( LLM fault)),Faulty Implementation,
9,Amazon,Mistral,5,6,No,To investigate,,
9,Amazon,OpenAI,6,6,Yes,,,
9,Amazon,Amazon,5,6,No,To investigate,,
9,Amazon,Manual,6,6,Yes,,,
,,,,,,,,
9,Manual,Deepseek,7,7,Yes,,,
9,Manual,Gemma,0,0,No,To investigate,,
9,Manual,Mistral,7,7,Yes,,,
9,Manual,OpenAI,7,7,Yes,,,
9,Manual,Amazon,7,7,Yes,,,
9,Manual,Manual,7,7,Yes,,,
,,,,,,,,
,,,,,,,,
10,Deepseek,Deepseek,15,15,Yes,,,
10,Deepseek,Gemma,15,15,Yes,,,
10,Deepseek,Mistral,13,15,No,To investigate,,
10,Deepseek,OpenAI,15,15,Yes,,,
10,Deepseek,Amazon,14,15,No,To investigate,,
10,Deepseek,Manual,15,15,Yes,,,
,,,,,,,,
10,Gemma,Deepseek,8,8,Yes,,,
10,Gemma,Gemma,8,8,Yes,,,
10,Gemma,Mistral,6,8,No,To investigate,,
10,Gemma,OpenAI,8,8,Yes,,,
10,Gemma,Amazon,7,8,No,To investigate,,
10,Gemma,Manual,8,8,Yes,,,
,,,,,,,,
10,Mistral,Deepseek,11,13,No,To investigate,,
10,Mistral,Gemma,11,13,No,To investigate,,
10,Mistral,Mistral,9,13,No,To investigate,,
10,Mistral,OpenAI,11,13,No,To investigate,,
10,Mistral,Amazon,10,13,No,To investigate,,
10,Mistral,Manual,11,13,No,To investigate,,
,,,,,,,,
10,OpenAI,Deepseek,10,10,Yes,,,
10,OpenAI,Gemma,10,10,Yes,,,
10,OpenAI,Mistral,8,10,No,To investigate,,
10,OpenAI,OpenAI,10,10,Yes,,,
10,OpenAI,Amazon,9,10,No,To investigate,,
10,OpenAI,Manual,10,10,Yes,,,
,,,,,,,,
10,Amazon,Deepseek,6,6,Yes,,,
10,Amazon,Gemma,6,6,Yes,,,
10,Amazon,Mistral,5,6,No,To investigate,,
10,Amazon,OpenAI,6,6,Yes,,,
10,Amazon,Amazon,5,6,No,To investigate,,
10,Amazon,Manual,6,6,Yes,,,
,,,,,,,,
10,Manual,Deepseek,7,7,Yes,,,
10,Manual,Gemma,7,7,Yes,,,
10,Manual,Mistral,7,7,Yes,,,
10,Manual,OpenAI,7,7,Yes,,,
10,Manual,Amazon,7,7,Yes,,,
10,Manual,Manual,7,7,Yes,,,
